STATE,LAW ENFORCEMENT AGENCY,TYPE,COUNTY,SUPPORT TYPE,SIGNED,MOA,ADDENDUM,,,,,
LOUISIANA,Bossier Parish Sheriff's Office,County,Bossier Parish ,Jail Enforcement Model,2025-02-28 00:00:00,link,,,,,,
LOUISIANA,Greenwood Police Department,Municipality,#NA,Task Force Model ,2025-07-15 00:00:00,link pending ,,,,,,
LOUISIANA,Gretna Police Department ,Municipality,Jefferson Parish ,Task Force Model,2025-08-28 00:00:00,link pending ,,,,,,
LOUISIANA,Kenner Police Department,Municipality,#N/A,Jail Enforcement Model,2025-03-17 00:00:00,link,,,,,,
LOUISIANA,Lafourche Parish Sheriff's Office,County,Lafourche Parish,Warrant Service Officer,2025-06-12 00:00:00,link pending ,,,,,,
LOUISIANA,Louisiana Alcohol and Tobacco Control,Municipality,#N/A,Task Force Model,2025-05-20 00:00:00,link,,,,,,
LOUISIANA,Louisiana Department of Public Safety & Corrections,State Agency,#NA,Warrant Service Officer,2025-07-24 00:00:00,link pending ,,,,,,
LOUISIANA,Louisiana Department of Public Safety & Corrections,State Agency,#NA,Jail Enforcement Model,2025-07-24 00:00:00,link pending ,,,,,,
LOUISIANA,Louisiana Department of Wildlife & Fisheries,State Agency,#N/A,Task Force Model,2025-05-20 00:00:00,link,,,,,,
LOUISIANA,Louisiana Military Department,State Agency,#N/A,Task Force Model,2025-05-20 00:00:00,link,,,,,,
LOUISIANA,Louisiana Office of the State Fire Marshal,State Agency,#N/A,Task Force Model,2025-05-20 00:00:00,link,,,,,,
LOUISIANA,Louisiana State Police Department,State Agency,#N/A,Task Force Model,2025-05-20 00:00:00,link,,,,,,
LOUISIANA,Ouachita Parish Sheriff's Office,County,Ouachita Parish,Warrant Service Officer,2025-07-02 00:00:00,link pending ,,,,,,
LOUISIANA,Plaquemines Parish Sheriff's Office,County,Plaquemines Parish,Warrant Service Officer,2025-05-28 00:00:00,link,,,,,,
LOUISIANA,Plaquemines Parish Sheriff's Office,County,Plaquemines Parish,Task Force Model,2025-06-11 00:00:00,link,,,,,,
LOUISIANA,St. Charles Parish Sheriff's Office ,County,German Coast County,Warrant Service Officer,2025-07-24 00:00:00,link pending ,,,,,,
MAINE,Wells Police Department,Municipality,#N/A,Task Force Model,2025-04-02 00:00:00,link,,,,,,
MARYLAND,Allegany County Sheriff's Office,County,Allegany County,Warrant Service Officer,2025-06-12 00:00:00,link,,,,,,
MARYLAND,Carroll County Sheriff’s Office,County,Carroll County,Warrant Service Officer,2025-03-03 00:00:00,link,,,,,,
MARYLAND,Cecil County Sheriff's Office,County,Cecil County ,Jail Enforcement Model,2020-03-09 00:00:00,link,,,,,,
MARYLAND,Frederick County Sheriff's Office,County,Frederick County ,Jail Enforcement Model,2020-06-09 00:00:00,link,,,,,,
MARYLAND,Garrett County Sheriff's Office,County,Garrett County ,Warrant Service Officer,2025-02-28 00:00:00,link,,,,,,
MARYLAND,Harford County Sheriff's Office,County,Harford County ,Jail Enforcement Model,2020-06-26 00:00:00,link,,,,,,
MARYLAND,St. Mary's County Sheriff's Office,County,St. Mary's County,Warrant Service Officer,2025-03-26 00:00:00,link,,,,,,
MARYLAND,Washington County Sheriff's Office,County,Washington County ,Warrant Service Officer,2025-03-10 00:00:00,link,,,,,,
MASSACHUSETTS,Massachusetts Department of Corrections,State Agency,#N/A,Jail Enforcement Model,2020-06-08 00:00:00,link,,,,,,
MICHIGAN,Berrian County Sheriff's Office,County,Berrian County,Warrant Service Officer,2025-05-06 00:00:00,link,,,,,,
MICHIGAN,Calhoun County Sheriff's Office,County,Calhoun County,Warrant Service Officer,2025-05-07 00:00:00,link,,,,,,
MICHIGAN,Jackson County Sheriff's Office,County,Jackson County,Warrant Service Officer,2025-03-19 00:00:00,link,,,,,,
MICHIGAN,Metro Police Authority of Genesee County,County,Genesee County,Task Force Model,2025-07-15 00:00:00,link pending,,,,,,
MICHIGAN,Roscommon County Sheriff's Office,County,Roscommon County,Task Force Model,2025-06-05 00:00:00,link,,,,,,
MICHIGAN,Taylor Police Department,Municipality,#N/A,Task Force Model,2025-04-28 00:00:00,link,,,,,,
MINNESOTA,Cass County Sheriff's Office,County,Cass County ,Task Force Model,2025-02-28 00:00:00,link,,,,,,
MINNESOTA,Crow Wing County Sheriff's Office,County,Crow Wing County,Task Force Model,2025-03-25 00:00:00,link,,,,,,
MINNESOTA,Crow Wing County Sheriff's Office ,County,Crow Wing County,Warrant Service Officer,2025-03-26 00:00:00,link pending,,,,,,
MINNESOTA,Freeborn County Sheriff's Office,County,Freeborn County,Warrant Service Officer,2025-03-26 00:00:00,link,,,,,,
MINNESOTA,Itasca County Sheriff's Office,County,Itasca County ,Task Force Model,2025-02-27 00:00:00,link,,,,,,
MINNESOTA,Jackson County Sheriff's Office,County,Jackson County ,Warrant Service Officer,2025-03-07 00:00:00,link,,,,,,
MINNESOTA,Kandiyohi County Sheriff's Office,County,Kandiyohi County,Warrant Service Officer,2025-05-22 00:00:00,link pending,,,,,,
MINNESOTA,Mille Lacs County Sheriff's Office,County,Mille Lacs County,Task Force Model,2025-06-18 00:00:00,link,,,,,,
MISSISSIPPI,Harrison County Sheriff's Office,County,Harrison County,Jail Enforcement Model,2025-06-30 00:00:00,link pending,,,,,,
MISSISSIPPI,Harrison County Sheriff's Office,County,Harrison County,Warrant Service Officer,2025-07-02 00:00:00,link pending,,,,,,
MISSISSIPPI,Lauderdale County Sheriff's Office,County,Lauderdale County,Warrant Service Officer,2025-07-31 00:00:00,link pending,,,,,,
MISSISSIPPI,Mississippi Attorney General's Office,State Agency,#N/A,Task Force Model,2025-03-17 00:00:00,link,,,,,,
MISSISSIPPI,Monroe County Sheriff's Office,County,Monroe County,Jail Enforcement Model,2025-06-12 00:00:00,link pending,,,,,,
MISSISSIPPI,Stone County Sheriff's Office,County,Stone County,Task Force Model,2025-07-07 00:00:00,link,,,,,,
MISSISSIPPI,Stone County Sheriff's Office,County,Stone County,Warrant Service Officer,2025-07-07 00:00:00,link pending,,,,,,
MISSISSIPPI,Stone County Sheriff's Office,County,Stone County,Jail Enforcement Model,2025-07-07 00:00:00,link pending,,,,,,
MISSOURI,Christian County Sheriff's Office,County,Christian County,Jail Enforcement Model,2025-03-21 00:00:00,link,,,,,,
MISSOURI,Christian County Sheriff's Office,County,Christian County,Warrant Service Officer,2025-03-26 00:00:00,link,,,,,,
MISSOURI,Christian County Sheriff's Office,County,Christian County,Task Force Model,2025-07-07 00:00:00,link,,,,,,
MISSOURI,Missouri Highway Patrol,State Agency,#N/A,Task Force Model,2025-03-21 00:00:00,link,,,,,,
MISSOURI,Pettis County Sheriff's Office,County ,Pettis County,Jail Enforcement Model ,2025-08-28 00:00:00,link pending,,,,,,
MISSOURI,Saint Mary Police Department,Municipality,#N/A,Task Force Model,2025-04-28 00:00:00,link,,,,,,
MISSOURI ,Pulaski County Sheriff's Office,County ,Pulaski County,Task Force Model,2025-07-29 00:00:00,link pending,,,,,,
MISSOURI ,Pulaski County Sheriff's Office,County ,Pulaski County,Warrant Service Officer,2025-07-29 00:00:00,link pending,,,,,,
MISSOURI ,Pulaski County Sheriff's Office,County ,Pulaski County,Jail Enforcement Model,2025-07-29 00:00:00,link pending,,,,,,
MONTANA,Flathead County Sheriff's Office,County,Flathead County,Warrant Service Officer,2020-02-12 00:00:00,link,,,,,,
MONTANA,Gallatin County Sheriff's Office,County,Gallatin County ,Warrant Service Officer,2020-01-22 00:00:00,link,,,,,,
MONTANA,Garfield County Sheriff's Office,County ,Garfield County ,Task Force Model,2025-08-28 00:00:00,link pending ,,,,,,
MONTANA,Montana Department of Justice,State Agency,#N/A,Task Force Model,2025-03-05 00:00:00,link,,,,,,
NEBRASKA,Banner County Sheriff's Office ,County ,Banner County,Task Force Model,2025-08-28 00:00:00,link pending ,,,,,,
NEBRASKA,Brown County Sheriff's Office,County,Brown County,Jail Enforcement Model,2025-06-18 00:00:00,link pending ,,,,,,
NEBRASKA,Brown County Sheriff's Office,County,Brown County,Warrant Service Officer,2025-06-18 00:00:00,link,,,,,,
NEBRASKA,Brown County Sheriff's Office,County,Brown County,Task Force Model,2025-07-02 00:00:00,link,,,,,,
NEBRASKA,Dakota County Sheriff's Office,County,Dakota County ,Jail Enforcement Model,2020-06-09 00:00:00,link,,,,,,
NEBRASKA,Nebraska State Patrol ,State Agency,#NA,Task Force Model,2025-08-28 00:00:00,link pending,,,,,,
NEBRASKA,Wheeler County Sheriff's Office,County,Wheeler County,Task Force Model,2025-05-08 00:00:00,link,,,,,,
NEVADA,Douglas County Sheriff's Office,County,Douglas County ,Warrant Service Officer,2025-02-19 00:00:00,link,,,,,,
NEVADA,Las Vegas Metropolitan Police Department,County,Clark County,Warrant Service Officer,2025-06-16 00:00:00,link pending ,,,,,,
NEVADA,Lyon County Sheriff's Office,County,Lyon County,Warrant Service Officer,2025-06-03 00:00:00,link,,,,,,
NEVADA,Lyon County Sheriff's Office,County,Lyon County,Jail Enforcement Model,2025-06-03 00:00:00,link,,,,,,
NEVADA,Mineral County Sheriff's Office,County,Mineral County ,Warrant Service Officer,2025-03-10 00:00:00,link,,,,,,
NEW HAMPSHIRE,Belknap County Sheriff's Office,County,Belknap County ,Task Force Model,2025-03-03 00:00:00,link,,,,,,
NEW HAMPSHIRE,Candia Police Department,Municipality,#N/A,Task Force Model,2025-04-23 00:00:00,link,,,,,,
NEW HAMPSHIRE,Carroll Police Department,Municipality,#N/A,Task Force Model,2025-07-02 00:00:00,link,,,,,,
NEW HAMPSHIRE,Colebrook Police Department,Municipality,#N/A,Task Force Model,2025-03-05 00:00:00,link,,,,,,
NEW HAMPSHIRE,Gorham Police Department,Municipality,#N/A,Task Force Model,2025-02-26 00:00:00,link,,,,,,
NEW HAMPSHIRE,Grafton County Sheriff's Office,County,Grafton County ,Task Force Model,2025-03-07 00:00:00,link,,,,,,
NEW HAMPSHIRE,Hillsborough County Sheriff's Office,County,Hillsborough County,Task Force Model,2025-05-22 00:00:00,link,,,,,,
NEW HAMPSHIRE,New Hampshire State Police Department,State Agency,#N/A,Task Force Model,2025-04-25 00:00:00,link,,,,,,
NEW HAMPSHIRE,Ossipee Police Department,Municipality,#N/A,Task Force Model,2025-03-03 00:00:00,link,,,,,,
NEW HAMPSHIRE,Pittsburgh Police Department,Municipality,#N/A,Task Force Model,2025-03-03 00:00:00,link,,,,,,
NEW HAMPSHIRE,Rockingham County Sheriff's Office ,County,Rockingham County ,Task Force Model,2025-04-24 00:00:00,link,,,,,,
NEW HAMPSHIRE,Troy Police Department,Municipality,#N/A,Task Force Model,2025-03-17 00:00:00,link,,,,,,
NEW MEXICO,Curry County Sheriff's Office,County,Curry County,Warrant Service Officer,2025-05-13 00:00:00,link,,,,,,
NEW YORK,Broome County Sheriff's Office,County,Broome County ,Warrant Service Officer,2025-03-10 00:00:00,link,,,,,,
NEW YORK,Camden Police Department ,Municipality,#N/A,Task Force Model,2025-07-02 00:00:00,link,,,,,,
NEW YORK,Madison County Sheriff's Office,County,Madison County,Warrant Service Officer,2025-07-02 00:00:00,link pending ,,,,,,
NEW YORK,Nassau County Police Department,County,Nassau County ,Task Force Model,2025-03-10 00:00:00,link,,,,,,
NEW YORK,Nassau County Sheriff's Office,County,Nassau County ,Warrant Service Officer,2025-02-28 00:00:00,link,,,,,,
NEW YORK,Niagara County Sheriff's Office,County,Niagara County,Warrant Service Officer,2025-05-07 00:00:00,link,,,,,,
NEW YORK,Niagara County Sheriff's Office,County,Niagara County,Task Force Model,2025-05-08 00:00:00,link,,,,,,
NEW YORK,Rensselaer County Sheriff's Office,County,Rensselaer County ,Jail Enforcement Model,2020-06-10 00:00:00,link,,,,,,
NEW YORK,Steuben County Sheriff's Office,County,Steuben County,Task Force Model,2025-07-23 00:00:00,link pending,,,,,,
NEW YORK,Steuben County Sheriff's Office,County,Steuben County,Warrant Service Officer,2025-07-29 00:00:00,link pending,,,,,,
NORTH CAROLINA,Alamance County Sheriff's Office,County,Alamance County ,Warrant Service Officer,2020-05-21 00:00:00,link,,,,,,
NORTH CAROLINA,Albemarle District Jail,County,Albemarle County,Warrant Service Officer,2020-03-19 00:00:00,link,,,,,,
NORTH CAROLINA,Avery County Sheriff's Office,County,Avery County ,Warrant Service Officer,2020-07-23 00:00:00,link,,,,,,
NORTH CAROLINA,Brunswick County Sheriff's Office,County,Brunswick County ,Warrant Service Officer,2020-07-23 00:00:00,link,,,,,,
NORTH CAROLINA,Cabarrus County Sheriff's Office,County,Cabarrus County ,Jail Enforcement Model,2020-03-11 00:00:00,link,,,,,,
NORTH CAROLINA,Caldwell County Sheriff's Office,County,Caldwell County ,Warrant Service Officer,2020-03-19 00:00:00,link,,,,,,
NORTH CAROLINA,Carteret County Sheriff's Office,County,Carteret County,Warrant Service Officer,2025-05-13 00:00:00,link,,,,,,
NORTH CAROLINA,Catawba County Sheriff's Office,County,Catawba County,Warrant Service Officer,2025-06-12 00:00:00,link pending,,,,,,
NORTH CAROLINA,Cherokee County Sheriff's Office,County,Cherokee County ,Warrant Service Officer,2025-03-10 00:00:00,link,,,,,,
NORTH CAROLINA,Cleveland County Sheriff's Office,County,Cleveland County ,Warrant Service Officer,2020-01-16 00:00:00,link,,,,,,
NORTH CAROLINA,Columbus County Sheriff's Office,County,Columbus County ,Warrant Service Officer,2025-03-05 00:00:00,link,,,,,,
NORTH CAROLINA,Craven County Sheriff's Office,County,Craven County ,Warrant Service Officer,2025-03-10 00:00:00,link,,,,,,
NORTH CAROLINA,Duplin County Sheriff's Office,County,Duplin County ,Warrant Service Officer,2020-06-25 00:00:00,link,,,,,,
NORTH CAROLINA,Gaston County Sheriff's Office,County,Gaston County ,Jail Enforcement Model,2020-06-09 00:00:00,link,,,,,,
NORTH CAROLINA,Henderson County Sheriff's Office,County,Henderson County ,Jail Enforcement Model,2020-06-09 00:00:00,link,,,,,,
NORTH CAROLINA,Lincoln County Sheriff's Office,County,Lincoln County ,Warrant Service Officer,2020-06-05 00:00:00,link,,,,,,
NORTH CAROLINA,Nash County Sheriff's Office,County,Nash County ,Warrant Service Officer,2020-01-29 00:00:00,link,,,,,,
NORTH CAROLINA,Onslow County Sheriff's Office,County,Onslow County,Warrant Service Officer,2025-03-26 00:00:00,link,,,,,,
NORTH CAROLINA,Randolph County Sheriff's Office,County,Randolph County ,Warrant Service Officer,2020-05-21 00:00:00,link,,,,,,
NORTH CAROLINA,Rockingham County Sheriff's Office,County,Rockingham County ,Warrant Service Officer,2019-12-31 00:00:00,link,,,,,,
NORTH CAROLINA,Union County Sheriff's Office,County,Union County,Warrant Service Officer,2025-05-07 00:00:00,link,,,,,,
NORTH CAROLINA,Yancey County Sheriff's Office,County,Yancey County ,Warrant Service Officer,2020-07-20 00:00:00,link,,,,,,
NORTH DAKOTA,Bowman County Sheriff's Office,County,Bowman County,Warrant Service Officer,2025-06-17 00:00:00,link,,,,,,
NORTH DAKOTA,Dickinson Police Department,Municipality,#N/A,Task Force Model,2025-03-07 00:00:00,link,,,,,,
NORTH DAKOTA,Dunn County Sheriff's Office,County,Dunn County ,Warrant Service Officer,2025-03-10 00:00:00,link,,,,,,
NORTH DAKOTA,Dunn County Sheriff's Office,County,Dunn County ,Task Force Model,2025-03-10 00:00:00,link,,,,,,
NORTH DAKOTA,Eddy County Sheriff's Office,County,Eddy County,Task Force Model,2025-05-08 00:00:00,link,,,,,,
NORTH DAKOTA,McKenzie County Sheriff's Office,County,McKenzie County,Task Force Model,2025-03-17 00:00:00,link,,,,,,
NORTH DAKOTA,Mercer County Sheriff's Office,County,Mercer County,Task Force Model,2025-06-13 00:00:00,link,,,,,,
NORTH DAKOTA,Ramsey County Sheriff's Office,County,Ramsey County,Task Force Model,2025-06-13 00:00:00,link,,,,,,
OHIO,Butler County Sheriff's Office,County,Butler County ,Jail Enforcement Model,2025-02-24 00:00:00,link,,,,,,
OHIO,Butler County Sheriff's Office,County,Butler County ,Task Force Model,2025-04-02 00:00:00,link,,,,,,
OHIO,Fayette County Sheriff's Office,County,Fayette County,Warrant Service Officer,2025-06-17 00:00:00,link pending,,,,,,
OHIO,Lake County Sheriff's Office,County,Lake County,Task Force Model,2025-05-28 00:00:00,link,,,,,,
OHIO,Lake County Sheriff's Office,County,Lake County,Warrant Service Officer,2025-05-28 00:00:00,link pending,,,,,,
OHIO,Portage County Sheriff's Office,County,Portage County,Warrant Service Officer,2025-03-17 00:00:00,link,,,,,,
OHIO,Portage County Sheriff's Office,County,Portage County,Task Force Model,2025-03-17 00:00:00,link,,,,,,
OHIO,Seneca County Sheriff's Office,County,Seneca County ,Warrant Service Officer,2025-02-28 00:00:00,link,,,,,,
OHIO,Seneca County Sheriff's Office,County,Seneca County ,Task Force Model,2025-02-28 00:00:00,link,,,,,,
OKLAHOMA,Blaine County Sheriff's Office,County,Blaine County ,Warrant Service Officer,2025-02-26 00:00:00,link,,,,,,
OKLAHOMA,Canadian County Sheriff's Office,County,Canadian County ,Jail Enforcement Model,2020-03-13 00:00:00,link,,,,,,
OKLAHOMA,Canadian County Sheriff's Office,County,Canadian County ,Warrant Service Officer,2025-08-28 00:00:00,link pending,,,,,,
OKLAHOMA,Eufaula Police Department,Municipality,#N/A,Task Force Model,2025-04-24 00:00:00,link,,,,,,
OKLAHOMA,Fletcher Police Department,Municipality,#N/A,Task Force Model,2025-05-08 00:00:00,link,,,,,,
OKLAHOMA,Lincoln County Sheriff's Office,County,Lincoln County,Warrant Service Officer,2025-05-13 00:00:00,link,,,,,,
OKLAHOMA,Logan County Sheriff's Office,County,Logan County ,Jail Enforcement Model,2025-02-28 00:00:00,link pending,,,,,,
OKLAHOMA,Muskogee County Sheriff's Office,County,Muskogee County,Warrant Service Officer,2025-04-16 00:00:00,link,,,,,,
OKLAHOMA,Oklahoma Bureau of Investigation,State Agency,#N/A,Task Force Model,2025-02-18 00:00:00,link,,,,,,
OKLAHOMA,Oklahoma Bureau of Narcotics,State Agency,#N/A,Task Force Model,2025-02-18 00:00:00,link,,,,,,
OKLAHOMA,Oklahoma Department of Corrections,State Agency,#N/A,Warrant Service Officer,2025-02-25 00:00:00,link pending,,,,,,
OKLAHOMA,Oklahoma Department of Corrections,State Agency,#N/A,Jail Enforcement Model,2025-02-25 00:00:00,link pending,,,,,,
OKLAHOMA,Oklahoma Department of Public Safety,State Agency,#N/A,Task Force Model,2025-02-18 00:00:00,link,,,,,,
OKLAHOMA,Okmulgee County Criminal Justice Authority,County,Okmulgee County,Warrant Service Officer,2025-02-24 00:00:00,link,,,,,,
OKLAHOMA,Okmulgee County District Attorney's Office,County ,Okmulgee County,Task Force Model,2025-08-28 00:00:00,link pending,,,,,,
OKLAHOMA,Sterling Police Department,Municipality,#N/A,Task Force Model,2025-03-07 00:00:00,link,,,,,,
OKLAHOMA,Texas County Sheriff's Office ,County ,Texas County ,Warrant Service Officer,2025-07-23 00:00:00,link pending,,,,,,
OKLAHOMA,Tulsa County Sheriff's Office,County,Tulsa County ,Jail Enforcement Model,2020-06-08 00:00:00,link,,,,,,
OKLAHOMA,Vinita Police Department,Municipality,#N/A,Task Force Model,2025-05-13 00:00:00,link,,,,,,
PENNSYLVANIA,Addison Borough Constable's Office,Municipality,Somerset County ,Task Force Model,2025-08-28 00:00:00,link pending,,,,,,
PENNSYLVANIA,Beaver County Sheriff's Office ,County ,Beaver County ,Task Force Model,2025-08-28 00:00:00,link pending,,,,,,
PENNSYLVANIA,Bradford County Sheriff's Office,County,Bradford County,Warrant Service Officer,2025-03-26 00:00:00,link,,,,,,
PENNSYLVANIA,Bucks County Sheriff's Office,County,Bucks County,Task Force Model,2025-05-13 00:00:00,link,,,,,,
PENNSYLVANIA,Butler County Sheriff's Office,County,Butler County,Task Force Model,2025-06-12 00:00:00,link,,,,,,
PENNSYLVANIA,Cambria County Sheriff's Office,County,Cambria County,Warrant Service Officer,2025-07-31 00:00:00,link pending,,,,,,
PENNSYLVANIA,Constable Unity Township,Municipality,Westmoreland County,Task Force Model,2025-07-15 00:00:00,link,,,,,,
PENNSYLVANIA,Coolspring Township Constable's Office,Municipality,Mercer County ,Task Force Model,2025-07-18 00:00:00,link pending,,,,,,
PENNSYLVANIA,County of Franklin / Franklin County Jail ,County,Franklin County,Warrant Service Officer,2025-03-07 00:00:00,link,,,,,,
PENNSYLVANIA,Damascus Township Constable,Municipality,#N/A,Task Force Model,2025-04-29 00:00:00,link,,,,,,
PENNSYLVANIA,East Donegal Township Constables Office ,Municipality,#N/A,Task Force Model,2025-07-15 00:00:00,link pending,,,,,,
PENNSYLVANIA,East Pennsylvania Township Constable Office,Municipality,Cumberland County ,Task Force Model,2025-08-28 00:00:00,link pending,,,,,,
PENNSYLVANIA,Fannett Township Constables Office,Municipality,Franklin County ,Task Force Model,2025-07-24 00:00:00,link pending,,,,,,
PENNSYLVANIA,Franklin County Sheriffs Office,County,Franklin County,Task Force Model,2025-03-10 00:00:00,link,,,,,,
PENNSYLVANIA,Greene Township Constable's Office,Municipality,Erie County ,Task Force Model ,2025-07-15 00:00:00,link pending,,,,,,
PENNSYLVANIA,Juniata County Sheriff's Office,County,Juniata County,Task Force Model,2025-06-11 00:00:00,link,,,,,,
PENNSYLVANIA,Lancaster County District Attorney's Office ,County ,Lancaster County,Task Force Model,2025-08-28 00:00:00,link pending,,,,,,
PENNSYLVANIA,Lancaster County Sheriff's Office,County,Lancaster County,Task Force Model,2025-04-24 00:00:00,link,,,,,,
PENNSYLVANIA,Lansdowne Borough Constable's Office,Municipality,Delaware County,Task Force Model,2025-08-28 00:00:00,link pending,,,,,,
PENNSYLVANIA,Lower Burrell Fourth Ward Constable,Municipality,Westmoreland County,Task Force Model,2025-05-16 00:00:00,link,,,,,,
PENNSYLVANIA,Luzerne County District Attorney's Office,County,Luzerne County,Task Force Model,2025-07-07 00:00:00,link,,,,,,
PENNSYLVANIA,Manheim Borough Police Department,Municipality,#N/A,Task Force Model,2025-06-18 00:00:00,link,,,,,,
PENNSYLVANIA,Montour County Sheriff's Office,County,Montour County,Task Force Model,2025-06-12 00:00:00,link,,,,,,
PENNSYLVANIA,New Sewickley Township Police Department,Municipality,#N/A,Task Force Model,2025-07-02 00:00:00,link,,,,,,
PENNSYLVANIA,Northwest Regional Police Department,Municipality,#N/A,Task Force Model,2025-04-23 00:00:00,link,,,,,,
PENNSYLVANIA,Office of Constable Monroeville 6th Ward,Municipality,Alleghany County ,Task Force Model ,2025-07-15 00:00:00,link pending,,,,,,
PENNSYLVANIA,Pennsylvania State Constable's Office So Middleton Twp,Municipality,Cumberland County ,Task Force Model,2025-08-28 00:00:00,link pending,,,,,,
PENNSYLVANIA,"Pennsylvania State Constable's Office, Cooke Township",Municipality,Cumberland County ,Task Force Model,2025-08-28 00:00:00,link pending,,,,,,
PENNSYLVANIA,Preston Township Constable's Office,Municipality,#N/A,Task Force Model,2025-05-08 00:00:00,link,,,,,,
PENNSYLVANIA,Quarryville Borough Police Department,Municipality,#N/A,Task Force Model,2025-07-07 00:00:00,link,,,,,,
PENNSYLVANIA,Robinson Township Police Department ,Municipality,Alleghany County,Task Force Model,2025-07-18 00:00:00,link pending,,,,,,
PENNSYLVANIA,Sewickley Township Constable's Office,Municipality,#N/A,Task Force Model,2025-05-08 00:00:00,link,,,,,,
PENNSYLVANIA,Somerset County District Attorney's Office,County ,Somerset County ,Task Force Model,2025-08-28 00:00:00,link pending,,,,,,
PENNSYLVANIA,South Pymatuning TWP State Constable,County,Mercer County ,Task Force Model ,2025-07-15 00:00:00,link pending,,,,,,
PENNSYLVANIA,Washington County Sheriff's Office,County,Washington County,Task Force Model,2025-06-18 00:00:00,link,,,,,,
PENNSYLVANIA,West York Borough Police Department,Municipality,York County,Task Force Model,2025-08-04 00:00:00,link pending,,,,,,
SOUTH CAROLINA,Anderson County Sheriff's Office,County,Anderson County,Warrant Service Officer,2025-06-12 00:00:00,link,,,,,,
SOUTH CAROLINA,Beaufort County Sheriff's Office,County ,Beaufort County,Task Force Model,2025-07-31 00:00:00,link,,,,,,
SOUTH CAROLINA,Berkeley County Sheriff's Office,County,Berkeley County,Warrant Service Officer,2025-05-08 00:00:00,link,,,,,,
SOUTH CAROLINA,Berkeley County Sheriff's Office,County,Berkeley County,Task Force Model,2025-05-08 00:00:00,link,,,,,,
SOUTH CAROLINA,Charleston County Sheriff's Office,County,Charleston County ,Warrant Service Officer,2025-03-10 00:00:00,link pending,,,,,,
SOUTH CAROLINA,Chester County Sheriff's Office,County,Chester County ,Warrant Service Officer,2025-03-10 00:00:00,link,,,,,,
SOUTH CAROLINA,Chester County Sheriff's Office,County,Chester County,Task Force Model,2025-06-12 00:00:00,link,,,,,,
SOUTH CAROLINA,Coward Police Department,Municipality,#N/A,Task Force Model,2025-06-13 00:00:00,link,,,,,,
SOUTH CAROLINA,Dorchester County Sheriff's Office,County,Dorchester County,Warrant Service Officer,2025-06-12 00:00:00,link pending,,,,,,
SOUTH CAROLINA,Duncan Police Department,Municipality,#N/A,Task Force Model,2025-06-11 00:00:00,link,,,,,,
SOUTH CAROLINA,Georgetown County Sheriff's Office,County,Georgetown County,Task Force Model,2025-07-15 00:00:00,link pending,,,,,,
SOUTH CAROLINA,Georgetown County Sheriff's Office,County,Georgetown County,Warrant Service Officer,2025-07-02 00:00:00,link pending,,,,,,
SOUTH CAROLINA,Greenville County Sheriff's Office,County,Greenville County,Warrant Service Officer,2025-03-21 00:00:00,link,,,,,,
SOUTH CAROLINA,Holly Hill Police Department,Municipality,#N/A,Task Force Model,2025-06-16 00:00:00,link,,,,,,
SOUTH CAROLINA,Horry County Sheriff's Office,County,Horry County ,Jail Enforcement Model,2020-06-09 00:00:00,link,,,,,,
SOUTH CAROLINA,Kershaw County Sheriff's Office,County,Kershaw County,Task Force Model,2025-04-10 00:00:00,link,,,,,,
SOUTH CAROLINA,Lancaster County Sheriff's Office,County,Lancaster County,Warrant Service Officer,2025-04-02 00:00:00,link,,,,,,
SOUTH CAROLINA,Lexington County Sheriff's Department ,County,Lexington County ,Jail Enforcement Model,2020-06-08 00:00:00,link,,,,,,
SOUTH CAROLINA,Marlboro County Sheriff's Office,County,Marlboro County,Warrant Service Officer,2025-06-12 00:00:00,link pending,,,,,,
SOUTH CAROLINA,McCormick County Sheriff's Office,County,McCorkmick County,Warrant Service Officer,2025-07-07 00:00:00,link pending,,,,,,
SOUTH CAROLINA,Newberry County Sheriff's Office,County,Newberry County,Warrant Service Officer,2025-07-07 00:00:00,link pending,,,,,,
SOUTH CAROLINA,Oconee County Sheriff's Office,County,Oconee County,Warrant Service Officer,2025-03-27 00:00:00,link,,,,,,
SOUTH CAROLINA,Pickens County Sheriff's Office,County,Pickens County,Warrant Service Officer,2025-05-22 00:00:00,link,,,,,,
SOUTH CAROLINA,Pickens County Sheriff's Office,County,Pickens County,Task Force Model,2025-05-16 00:00:00,link,,,,,,
SOUTH CAROLINA,Scranton Police Department,Municipality,Florence County ,Task Force Model,2025-07-31 00:00:00,link pending,,,,,,
SOUTH CAROLINA,South Carolina Law Enforcement Division,State Agency,#N/A,Task Force Model,2025-03-07 00:00:00,link,,,,,,
SOUTH CAROLINA,Spartanburg County Sheriff's Office,County,Spartanburg County,Warrant Service Officer,2025-04-02 00:00:00,link,,,,,,
SOUTH CAROLINA,Union County Sheriff's Office,County,Union County,Task Force Model,2025-06-12 00:00:00,link,,,,,,
SOUTH CAROLINA,Union County Sheriff's Office,County,Union County,Warrant Service Officer,2025-06-12 00:00:00,link pending,,,,,,
SOUTH CAROLINA,York County Sheriff's Office,County,York County ,Jail Enforcement Model,2020-06-09 00:00:00,link,,,,,,
SOUTH CAROLINA ,South Carolina Department of Public Safety ,State Agency,#NA,Task Force Model,2025-08-28 00:00:00,link pending,,,,,,
